,CG
2017-01-13,1558848311
2017-01-17,1568045056
2017-01-18,1554249938
2017-01-19,1549651566
2017-01-20,1563446684
2017-01-23,1558848311
2017-01-24,1577241801
2017-01-25,1591036919
2017-01-26,1600233664
2017-01-27,1595635292
2017-01-30,1600233664
2017-01-31,1591036919
2017-02-01,1581840174
2017-02-02,1563446684
2017-02-03,1563446684
2017-02-06,1554249938
2017-02-07,1577241801
2017-02-08,1512864585
2017-02-09,1499069467
2017-02-10,1494471095
2017-02-13,1485274349
2017-02-14,1512864585
2017-02-15,1503667840
2017-02-16,1471479232
2017-02-17,1476077604
2017-02-21,1489872722
2017-02-22,1499069467
2017-02-23,1494471095
2017-02-24,1499069467
2017-02-27,1508266212
2017-02-28,1476077604
2017-03-01,1485274349
2017-03-02,1471479232
2017-03-03,1466880859
2017-03-06,1462282486
2017-03-07,1453085741
2017-03-08,1443888996
2017-03-09,1425495506
2017-03-10,1443888996
2017-03-13,1466880859
2017-03-14,1499069467
2017-03-15,1508266212
2017-03-16,1512864585
2017-03-17,1476077604
2017-03-20,1471479232
2017-03-21,1448487369
2017-03-22,1453085741
2017-03-23,1462282486
2017-03-24,1439290623
2017-03-27,1471479232
2017-03-28,1462282486
2017-03-29,1453085741
2017-03-30,1462282486
2017-03-31,1546930767
2017-04-03,1542081454
2017-04-04,1542081454
2017-04-05,1542081454
2017-04-06,1532382829
2017-04-07,1537232141
2017-04-10,1556629392
2017-04-11,1571177331
2017-04-12,1551780080
2017-04-13,1566328018
2017-04-17,1561478705
2017-04-18,1527533516
2017-04-19,1542081454
2017-04-20,1571177331
2017-04-21,1556629392
2017-04-24,1614821145
2017-04-25,1619670458
2017-04-26,1648766335
2017-04-27,1697259462
2017-04-28,1716656713
2017-05-01,1721506026
2017-05-02,1687560836
2017-05-03,1745752590
2017-05-04,1755451215
2017-05-05,1755451215
2017-05-08,1721506026
2017-05-09,1731204651
2017-05-10,1716656713
2017-05-11,1750601902
2017-05-12,1769999153
2017-05-15,1803944343
2017-05-16,1803944343
2017-05-17,1692410149
2017-05-18,1673012898
2017-05-19,1706958088
2017-05-22,1731204651
2017-05-23,1745752590
2017-05-24,1726355339
2017-05-25,1711807400
2017-05-26,1721506026
2017-05-30,1731204651
2017-05-31,1711807400
2017-06-01,1736053964
2017-06-02,1726355339
2017-06-05,1702108775
2017-06-06,1677862211
2017-06-07,1692410149
2017-06-08,1706958088
2017-06-09,1755451215
2017-06-12,1755451215
2017-06-13,1789396404
2017-06-14,1808793655
2017-06-15,1774848466
2017-06-16,1774848466
2017-06-19,1818492281
2017-06-20,1813642968
2017-06-21,1871834721
2017-06-22,1871834721
2017-06-23,1876684034
2017-06-26,1866985408
2017-06-27,1881533346
2017-06-28,1910629223
2017-06-29,1920327849
2017-06-30,2068470746
2017-07-03,2047524206
2017-07-05,2016104398
2017-07-06,1984684589
2017-07-07,2016104398
2017-07-10,2141783633
2017-07-11,2162730172
2017-07-12,2120837094
2017-07-13,2120837094
2017-07-14,2136546998
2017-07-17,2126073728
2017-07-18,2120837094
2017-07-19,2157493537
2017-07-20,2136546998
2017-07-21,2147020268
2017-07-24,2120837094
2017-07-25,2126073728
2017-07-26,2173203442
2017-07-27,2194149981
2017-07-28,2173203442
2017-07-31,2147020268
2017-08-01,2167966807
2017-08-02,2288409407
2017-08-03,2272699503
2017-08-04,2298882677
2017-08-07,2288409407
2017-08-08,2178440076
2017-08-09,2167966807
2017-08-10,2136546998
2017-08-11,2209859885
2017-08-14,2241279694
2017-08-15,2230806424
2017-08-16,2241279694
2017-08-17,2220333155
2017-08-18,2194149981
2017-08-21,2162730172
2017-08-22,2188913346
2017-08-23,2209859885
2017-08-24,2194149981
2017-08-25,2183676711
2017-08-28,2194149981
2017-08-29,2173203442
2017-08-30,2178440076
2017-08-31,2173203442
2017-09-01,2199386616
2017-09-05,2162730172
2017-09-06,2167966807
2017-09-07,2120837094
2017-09-08,2110363824
2017-09-11,2246516329
2017-09-12,2340775755
2017-09-13,2387905468
2017-09-14,2445508451
2017-09-15,2466454990
2017-09-18,2524057973
2017-09-19,2466454990
2017-09-20,2487401530
2017-09-21,2482164895
2017-09-22,2560714417
2017-09-25,2524057973
2017-09-26,2482164895
2017-09-27,2466454990
2017-09-28,2450745086
2017-09-29,2471691625
2017-10-02,2599503850
2017-10-03,2561829881
2017-10-04,2621031832
2017-10-05,2637177819
2017-10-06,2599503850
2017-10-09,2583357864
2017-10-10,2583357864
2017-10-11,2594121855
2017-10-12,2577975868
2017-10-13,2588739859
2017-10-16,2594121855
2017-10-17,2588739859
2017-10-18,2631795823
2017-10-19,2604885846
2017-10-20,2621031832
2017-10-23,2570441074
2017-10-24,2556447886
2017-10-25,2470335957
2017-10-26,2432661988
2017-10-27,2411134006
2017-10-30,2421897997
2017-10-31,2373460037
2017-11-01,2378842033
2017-11-02,2421897997
2017-11-03,2427279993
2017-11-06,2394988019
2017-11-07,2368078042
2017-11-08,2314258086
2017-11-09,2314258086
2017-11-10,2287348108
2017-11-13,2279813314
2017-11-14,2222764162
2017-11-15,2190472188
2017-11-16,2265820126
2017-11-17,2271202122
2017-11-20,2281966113
2017-11-21,2298112099
2017-11-22,2303494095
2017-11-24,2265820126
2017-11-27,2238910148
2017-11-28,2185090193
2017-11-29,2185090193
2017-11-30,2163562211
2017-12-01,2158180215
2017-12-04,2212000171
2017-12-05,2212000171
2017-12-06,2228146157
2017-12-07,2341168064
2017-12-08,2384224028
2017-12-11,2394988019
2017-12-12,2400370015
2017-12-13,2421897997
2017-12-14,2384224028
2017-12-15,2341168064
2017-12-18,2335786068
2017-12-19,2314258086
2017-12-20,2378842033
2017-12-21,2443425979
2017-12-22,2438043984
2017-12-26,2454189970
2017-12-27,2486481944
2017-12-28,2470335957
2017-12-29,2464953961
2018-01-02,2593382920
2018-01-03,2660165313
2018-01-04,2660165313
2018-01-05,2665730512
2018-01-08,2682426110
2018-01-09,2699121709
2018-01-10,2699121709
2018-01-11,2749208503
2018-01-12,2815990896
2018-01-16,2765904101
2018-01-17,2749208503
2018-01-18,2715817307
2018-01-19,2710252107
2018-01-22,2732512905
2018-01-23,2726947706
2018-01-24,2782599700
2018-01-25,2832686494
2018-01-26,2849382092
2018-01-29,2838251694
2018-01-30,2815990896
2018-01-31,2804860497
2018-02-01,2877208089
2018-02-02,2843816893
2018-02-05,2665730512
2018-02-06,2710252107
2018-02-07,2682426110
2018-02-08,2559991724
2018-02-09,2548861325
2018-02-12,2621208917
2018-02-13,2610078518
2018-02-14,2632339316
2018-02-15,2671295712
2018-02-16,2593382920
2018-02-20,2587817721
2018-02-21,2559991724
2018-02-22,2587817721
2018-02-23,2576687322
2018-02-26,2643469715
2018-02-27,2571122122
2018-02-28,2543296125
2018-03-01,2521035328
2018-03-02,2515470128
2018-03-05,2543296125
2018-03-06,2537730926
2018-03-07,2515470128
2018-03-08,2515470128
2018-03-09,2565556923
2018-03-12,2598948119
2018-03-13,2559991724
2018-03-14,2532165727
2018-03-15,2504339730
2018-03-16,2498774530
2018-03-19,2459818134
2018-03-20,2487644131
2018-03-21,2470948533
2018-03-22,2426426938
2018-03-23,2393035742
2018-03-26,2381905343
2018-03-27,2370774944
2018-03-28,2337383748
2018-03-29,2376340143
2018-04-02,2341720742
2018-04-03,2369866424
2018-04-04,2375495560
2018-04-05,2352979015
2018-04-06,2279800242
2018-04-09,2274171105
2018-04-10,2324833333
2018-04-11,2307945924
2018-04-12,2324833333
2018-04-13,2274171105
2018-04-16,2274171105
2018-04-17,2313575060
2018-04-18,2333839951
2018-04-19,2336091606
2018-04-20,2347349878
2018-04-23,2358608151
2018-04-24,2324833333
2018-04-25,2268541969
2018-04-26,2274171105
2018-04-27,2277548587
2018-04-30,2307945924
2018-05-01,2319204196
2018-05-02,2307945924
2018-05-03,2358608151
2018-05-04,2414899515
2018-05-07,2476820016
2018-05-08,2431786924
2018-05-09,2454303470
2018-05-10,2448674334
2018-05-11,2437416061
2018-05-14,2426157788
2018-05-15,2431786924
2018-05-16,2465561743
2018-05-17,2516223970
2018-05-18,2431786924
2018-05-21,2493707425
2018-05-22,2471190879
2018-05-23,2465561743
2018-05-24,2471190879
2018-05-25,2454303470
2018-05-29,2443045197
2018-05-30,2459932606
2018-05-31,2465561743
2018-06-01,2510594834
2018-06-04,2533111380
2018-06-05,2549998789
2018-06-06,2549998789
2018-06-07,2578144471
2018-06-08,2561257062
2018-06-11,2555627925
2018-06-12,2527482243
2018-06-13,2544369652
2018-06-14,2566886198
2018-06-15,2538740516
2018-06-18,2549998789
2018-06-19,2516223970
2018-06-20,2527482243
2018-06-21,2516223970
2018-06-22,2533111380
2018-06-25,2471190879
2018-06-26,2482449152
2018-06-27,2431786924
2018-06-28,2375495560
2018-06-29,2398012106
2018-07-02,2566893870
2018-07-03,2637704736
2018-07-05,2759263388
2018-07-06,2791128277
2018-07-09,2749821939
2018-07-10,2771065199
2018-07-11,2749821939
2018-07-12,2802930088
2018-07-13,2808830994
2018-07-16,2779326466
2018-07-17,2802930088
2018-07-18,2867840048
2018-07-19,2820632805
2018-07-20,2826533710
2018-07-23,2832434616
2018-07-24,2814731899
2018-07-25,2814731899
2018-07-26,2802930088
2018-07-27,2832434616
2018-07-30,2820632805
2018-07-31,2873740954
2018-08-01,2915047292
2018-08-02,2861939143
2018-08-03,2859578781
2018-08-06,2826533710
2018-08-07,2826533710
2018-08-08,2838335521
2018-08-09,2808830994
2018-08-10,2773425561
2018-08-13,2761623750
2018-08-14,2808830994
2018-08-15,2755722845
2018-08-16,2767524656
2018-08-17,2755722845
2018-08-20,2808830994
2018-08-21,2791128277
2018-08-22,2802930088
2018-08-23,2814731899
2018-08-24,2838335521
2018-08-27,2826533710
2018-08-28,2797029183
2018-08-29,2767524656
2018-08-30,2747461577
2018-08-31,2738020128
2018-09-04,2720317412
2018-09-05,2679011074
2018-09-06,2629443468
2018-09-07,2631803830
2018-09-10,2679011074
2018-09-11,2679011074
2018-09-12,2696713790
2018-09-13,2708515601
2018-09-14,2767524656
2018-09-17,2743921034
2018-09-18,2785227372
2018-09-19,2767524656
2018-09-20,2808830994
2018-09-21,2826533710
2018-09-24,2808830994
2018-09-25,2797029183
2018-09-26,2743921034
2018-09-27,2702614696
2018-09-28,2661308357
2018-10-01,2486946447
2018-10-02,2464278966
2018-10-03,2482628832
2018-10-04,2412467582
2018-10-05,2375767851
2018-10-08,2347703352
2018-10-09,2330432890
2018-10-10,2166363506
2018-10-11,2180395756
2018-10-12,2189030987
2018-10-15,2239762968
2018-10-16,2263509852
2018-10-17,2280780313
2018-10-18,2189030987
2018-10-19,2176078141
2018-10-22,2207380852
2018-10-23,2156648872
2018-10-24,2043311469
2018-10-25,2094043449
2018-10-26,2059502526
2018-10-29,2034676238
2018-10-30,2100519872
2018-10-31,2187951583
2018-11-01,2252715814
2018-11-02,2186872179
2018-11-05,2172839929
2018-11-06,2211698468
2018-11-07,2266748064
2018-11-08,2277542102
2018-11-09,2153410660
2018-11-12,2096202257
2018-11-13,2057343719
2018-11-14,2023882200
2018-11-15,2004452930
2018-11-16,1939688700
2018-11-19,1897591950
2018-11-20,1863051027
2018-11-21,2006611738
2018-11-23,2048708488
2018-11-26,2072455372
2018-11-27,1991500084
2018-11-28,2012008757
2018-11-29,1989341277
2018-11-30,1976388431
2018-12-03,2017405776
2018-12-04,1896512546
2018-12-06,1920259431
2018-12-07,1895433143
2018-12-10,1856574604
2018-12-11,1828510104
2018-12-12,1888956720
2018-12-13,1843621758
2018-12-14,1757269451
2018-12-17,1715172701
2018-12-18,1717331509
2018-12-19,1653646682
2018-12-20,1727046144
2018-12-21,1739998990
2018-12-24,1697902240
2018-12-26,1720569720
2018-12-27,1727046144
2018-12-28,1745396009
2018-12-31,1824141973
2019-01-02,1855412978
2019-01-03,1802136451
2019-01-04,1876260315
2019-01-07,1915638618
2019-01-08,1968915146
2019-01-09,2015242561
2019-01-10,1997869780
2019-01-11,1988604297
2019-01-14,2001344336
2019-01-15,2044197195
2019-01-16,2089366425
2019-01-17,2089366425
2019-01-18,2185495812
2019-01-22,2119479245
2019-01-23,2078942757
2019-01-24,2041880824
2019-01-25,2066202717
2019-01-28,2040722639
2019-01-29,2055779049
2019-01-30,2088208240
2019-01-31,2187812182
2019-02-01,2244563266
2019-02-04,2282783383
2019-02-05,2362698175
2019-02-06,2228348671
2019-02-07,2199394036
2019-02-08,2171597587
2019-02-11,2144959323
2019-02-12,2161173919
2019-02-13,2179704885
2019-02-14,2162332104
2019-02-15,2138010211
2019-02-19,2133377469
2019-02-20,2149592065
2019-02-21,2109055576
2019-02-22,2107897391
2019-02-25,2090524610
2019-02-26,2089366425
2019-02-27,2075468200
2019-02-28,2051146307
2019-03-01,2066202717
2019-03-04,2088208240
2019-03-05,2092840981
2019-03-06,2081259127
2019-03-07,2037248083
2019-03-08,2031457156
2019-03-11,2070835459
2019-03-12,2082417313
2019-03-13,2153066621
2019-03-14,2149592065
2019-03-15,2201710407
2019-03-18,2226032300
2019-03-19,2205184963
2019-03-20,2209817705
2019-03-21,2237614154
2019-03-22,2138010211
2019-03-25,2112530133
2019-03-26,2128744728
2019-03-27,2107897391
2019-03-28,2113688318
2019-03-29,2117162874
2019-04-01,2208541447
2019-04-02,2197697544
2019-04-03,2243482910
2019-04-04,2222999983
2019-04-05,2229024374
2019-04-08,2247097544
2019-04-09,2204926813
2019-04-10,2251917056
2019-04-11,2276014617
2019-04-12,2292882910
2019-04-15,2274809739
2019-04-16,2313365836
2019-04-17,2321799983
2019-04-18,2463975591
2019-04-22,2516990225
2019-04-23,2543497542
2019-04-24,2521809737
2019-04-25,2513375591
2019-04-26,2521809737
2019-04-29,2588078029
2019-04-30,2524219493
2019-05-01,2469999982
2019-05-02,2495302420
2019-05-03,2530243884
2019-05-06,2498917054
2019-05-07,2513375591
2019-05-08,2526629249
2019-05-09,2501326811
2019-05-10,2484458518
2019-05-13,2420599982
2019-05-14,2465180469
2019-05-15,2509760957
2019-05-16,2537473152
2019-05-17,2521809737
2019-05-20,2501326811
2019-05-21,2495302420
2019-05-22,2503736567
2019-05-23,2435058518
2019-05-24,2444697543
2019-05-28,2421804860
2019-05-29,2402526811
2019-05-30,2444697543
2019-05-31,2373609738
2019-06-03,2385658519
2019-06-04,2463975591
2019-06-05,2501326811
2019-06-06,2521809737
2019-06-07,2595307298
2019-06-10,2571209737
2019-06-11,2594102420
2019-06-12,2598921932
2019-06-13,2635068273
2019-06-14,2624224371
2019-06-17,2672419492
2019-06-18,2662780468
2019-06-19,2718204858
2019-06-20,2697721931
2019-06-21,2684468273
2019-06-24,2639887785
2019-06-25,2613380468
2019-06-26,2637478029
2019-06-27,2672419492
2019-06-28,2724229248
2019-07-01,2902647264
2019-07-02,2961098173
2019-07-03,2944930900
2019-07-05,2942443627
2019-07-08,2902647264
2019-07-09,3020792718
2019-07-10,3019549082
2019-07-11,2994676354
2019-07-12,2988458173
2019-07-15,2956123627
2019-07-16,2976021809
2019-07-17,2943687264
2019-07-18,2921301809
2019-07-19,2864094537
2019-07-22,2954879991
2019-07-23,2984727264
2019-07-24,3089192718
2019-07-25,3099141809
2019-07-26,3104116354
2019-07-29,3065563627
2019-07-30,3069294536
2019-07-31,2966072718
2019-08-01,2895185446
2019-08-02,2854145446
2019-08-05,2796938173
2019-08-06,2905134536
2019-08-07,2917570900
2019-08-08,2939956355
2019-08-09,2798181810
2019-08-12,2697447264
2019-08-13,2739730901
2019-08-14,2668843628
2019-08-15,2620341810
2019-08-16,2699934537
2019-08-19,2744705446
2019-08-20,2757141810
2019-08-21,2823054537
2019-08-22,2830516355
2019-08-23,2738487264
2019-08-26,2711127264
2019-08-27,2785745446
2019-08-28,2811861809
2019-08-29,2855389082
2019-08-30,2833003628
2019-09-03,2757141810
2019-09-04,2869069082
2019-09-05,3014574536
2019-09-06,3051883627
2019-09-09,3122770899
2019-09-10,3039447263
2019-09-11,3099141809
2019-09-12,3187439990
2019-09-13,3207338172
2019-09-16,3240916354
2019-09-17,3235941808
2019-09-18,3248378172
2019-09-19,3308072717
2019-09-20,3308072717
2019-09-23,3295636354
2019-09-24,3283199990
2019-09-25,3329214535
2019-09-26,3326727263
2019-09-27,3194901808
2019-09-30,3006803100
2019-10-01,2936220867
2019-10-02,2862109523
2019-10-03,2916222568
2019-10-04,2917398939
2019-10-07,2933868126
2019-10-08,2932691756
2019-10-09,2978570207
2019-10-10,3012684952
2019-10-11,3031506881
2019-10-14,3036212363
2019-10-15,3113852819
2019-10-16,3130322006
2019-10-17,3191493275
2019-10-18,3173847716
2019-10-21,3237371726
2019-10-22,3185611422
2019-10-23,3226784391
2019-10-24,3189140533
2019-10-25,3215020685
2019-10-28,3235018985
2019-10-29,3235018985
2019-10-30,3237371726
2019-10-31,3209138833
2019-11-01,3292661141
2019-11-04,3291484770
2019-11-05,3291484770
2019-11-06,3239724467
2019-11-07,3235018985
2019-11-08,3222078909
2019-11-11,3238548096
2019-11-12,3286779288
2019-11-13,3282073806
2019-11-14,3311483070
2019-11-15,3340892333
2019-11-18,3327952257
2019-11-19,3336186851
2019-11-20,3359714262
2019-11-21,3359714262
2019-11-22,3363243373
2019-11-25,3399710860
2019-11-26,3476174945
2019-11-27,3514995173
2019-11-29,3505584209
2019-12-02,3485585910
2019-12-03,3365596114
2019-12-04,3438531088
2019-12-05,3465587610
2019-12-06,3469116722
2019-12-09,3431472865
2019-12-10,3462058499
2019-12-11,3550286289
2019-12-12,3509113320
2019-12-13,3492644133
2019-12-16,3567931847
2019-12-17,3597341111
2019-12-18,3626750374
2019-12-19,3679687049
2019-12-20,3672628825
2019-12-23,3649101415
2019-12-24,3664394232
2019-12-26,3676157937
2019-12-27,3672628825
2019-12-30,3734976464
2019-12-31,11155090885
2020-01-02,11134227249
2020-01-03,10936022704
2020-01-06,10936022704
2020-01-07,10901249977
2020-01-08,10946454522
2020-01-09,11047295431
2020-01-10,10967318158
2020-01-13,11002090886
2020-01-14,10929068158
2020-01-15,11127272704
2020-01-16,11454136339
2020-01-17,11572363612
2020-01-21,11617568157
2020-01-22,11920090884
2020-01-23,11979204520
2020-01-24,11725363611
2020-01-27,11443704521
2020-01-28,11530636339
2020-01-29,11711454520
2020-01-30,11353295430
2020-01-31,11294181794
2020-02-03,11196818158
2020-02-04,11648863612
2020-02-05,11356772703
2020-02-06,11283749976
2020-02-07,11429795430
2020-02-10,11617568157
2020-02-11,11683636339
2020-02-12,11714931793
2020-02-13,11454136339
2020-02-14,11172477249
2020-02-18,11127272704
2020-02-19,11040340886
2020-02-20,10904727249
2020-02-21,10873431795
2020-02-24,10748249977
2020-02-25,10181454524
2020-02-26,10369227251
2020-02-27,10038886342
2020-02-28,9896318161
2020-03-02,10616113614
2020-03-03,10164068160
2020-03-04,10077136342
2020-03-05,9951954524
2020-03-06,9169568162
2020-03-09,8077704528
2020-03-10,8168113619
2020-03-11,7771704529
2020-03-12,7218818166
2020-03-13,8216795437
2020-03-16,6474681804
2020-03-17,6373840895
2020-03-18,5939181805
2020-03-19,6947590894
2020-03-20,6742431804
2020-03-23,6332113623
2020-03-24,6964977258
2020-03-25,7802999983
2020-03-26,8251568164
2020-03-27,7907318165
2020-03-30,7830818165
2020-03-31,7704231695
2020-04-01,7013875599
2020-04-02,7184685355
2020-04-03,7077929257
2020-04-06,7764726817
2020-04-07,7907068280
2020-04-08,8173958524
2020-04-09,8561839011
2020-04-13,8117021938
2020-04-14,8544046328
2020-04-15,8070760963
2020-04-16,8070760963
2020-04-17,8166841451
2020-04-20,7782519500
2020-04-21,7472926818
2020-04-22,7718465842
2020-04-23,7899951207
2020-04-24,8035175597
2020-04-27,8697063401
2020-04-28,8828729254
2020-04-29,9237960961
2020-04-30,8341209743
2020-05-01,7892834134
2020-05-04,7821663402
2020-05-05,8252246329
2020-05-06,8205985353
2020-05-07,8504902426
2020-05-08,8736207303
2020-05-11,8746882913
2020-05-12,8665036572
2020-05-13,8362560963
2020-05-14,8444407304
2020-05-15,8355443889
2020-05-18,8910575596
2020-05-19,8882107303
2020-05-20,9227285351
2020-05-21,9430121937
2020-05-22,9543995107
2020-05-26,9910524375
2020-05-27,9995929253
2020-05-28,9953226814
2020-05-29,9842912180
2020-06-01,10006604862
2020-06-02,10284170716
2020-06-03,10700519496
2020-06-04,10586646325
2020-06-05,10554619496
2020-06-08,10921148764
2020-06-09,10657817057
2020-06-10,10661375593
2020-06-11,9978136570
2020-06-12,10454980472
2020-06-15,10949617056
2020-06-16,10874887788
2020-06-17,10960292666
2020-06-18,11010112178
2020-06-19,10622231691
2020-06-22,10348224374
2020-06-23,10440746325
2020-06-24,10102685350
2020-06-25,10102685350
2020-06-26,9419446327
2020-06-29,9711246326
2020-06-30,9999523075
2020-07-01,9995939017
2020-07-02,10024611484
2020-07-06,10081956419
2020-07-07,9702046224
2020-07-08,10214566582
2020-07-09,10092708595
2020-07-10,10124965121
2020-07-13,9834656386
2020-07-14,10214566582
2020-07-15,10436778206
2020-07-16,10343592686
2020-07-17,10411689797
2020-07-20,10411689797
2020-07-21,10601644895
2020-07-22,10537131843
2020-07-23,10400937621
2020-07-24,10289831809
2020-07-27,10447530381
2020-07-28,10354344862
2020-07-29,10612397070
2020-07-30,10497707200
2020-07-31,10203814407
2020-08-03,10160805705
2020-08-04,9995939017
2020-08-05,10117797004
2020-08-06,9927841906
2020-08-07,9848992620
2020-08-10,9752223042
2020-08-11,9662621581
2020-08-12,9780895510
2020-08-13,9676957815
2020-08-14,9727134633
2020-08-17,9813152036
2020-08-18,9805983919
2020-08-19,9741470867
2020-08-20,9458330249
2020-08-21,9533595477
2020-08-24,9540763593
2020-08-25,9454746191
2020-08-26,9655453464
2020-08-27,9540763593
2020-08-28,9343640379
2020-08-31,9250454859
2020-09-01,9537179535
2020-09-02,9633949113
2020-09-03,9275543268
2020-09-04,9254038917
2020-09-08,8949393949
2020-09-09,9178773690
2020-09-10,9060499761
2020-09-11,9021075118
2020-09-14,9150101222
2020-09-15,9250454859
2020-09-16,9246870801
2020-09-17,8920721482
2020-09-18,8863376546
2020-09-21,8791695377
2020-09-22,8806031611
2020-09-23,8626828689
2020-09-24,8447625766
2020-09-25,8490634468
2020-09-28,8866960605
2020-09-29,8820367845
2020-09-30,8872408968
2020-10-01,8947934136
2020-10-02,9098984471
2020-10-05,9357927903
2020-10-06,9268016989
2020-10-07,9321963537
2020-10-08,9602485588
2020-10-09,9638449954
2020-10-12,9670817882
2020-10-13,9627660644
2020-10-14,9656432136
2020-10-15,9807482471
2020-10-16,9954936370
2020-10-19,9962129243
2020-10-20,9940550624
2020-10-21,9865025456
2020-10-22,9947743497
2020-10-23,9875814766
2020-10-26,9440645943
2020-10-27,9268016989
2020-10-28,9048634359
2020-10-29,9192491821
2020-10-30,8962319882
2020-11-02,9131352400
2020-11-03,9113370217
2020-11-04,9519767547
2020-11-05,9850639710
2020-11-06,9825464654
2020-11-09,9947743497
2020-11-10,10066425903
2020-11-11,9965725680
2020-11-12,9868621893
2020-11-13,9998093609
2020-11-16,10231861984
2020-11-17,10296597842
2020-11-18,10055636593
2020-11-19,9998093609
2020-11-20,10048443720
2020-11-23,9983707862
2020-11-24,10321772898
2020-11-25,10346947954
2020-11-27,10296597842
2020-11-30,10217476238
2020-12-01,10310983588
2020-12-02,10379315883
2020-12-03,10361333700
2020-12-04,10454841050
2020-12-07,10551944837
2020-12-08,10710188045
2020-12-09,10789309650
2020-12-10,10688609426
2020-12-11,10659837934
2020-12-14,10573523457
2020-12-15,10893606309
2020-12-16,11112988939
2020-12-17,11202899853
2020-12-18,11095006756
2020-12-21,11091410320
2020-12-22,11141760431
2020-12-23,11285617893
2020-12-24,11278425020
2020-12-28,11307196513
2020-12-29,11242460655
2020-12-30,11300003640
2020-12-31,11334270283
2021-01-04,11215303705
2021-01-05,11334270283
2021-01-06,11186463323
2021-01-07,11345085426
2021-01-08,11593833724
2021-01-11,11756060875
2021-01-12,12044464699
2021-01-13,11954338504
2021-01-14,12170641372
2021-01-15,12149011086
2021-01-19,12358103858
2021-01-20,12444625005
2021-01-21,12293212998
2021-01-22,12040859652
2021-01-25,11900262787
2021-01-26,11683959919
2021-01-27,11352295522
2021-01-28,11835371927
2021-01-29,11633489250
2021-02-01,11792111353
2021-02-02,12069700034
2021-02-03,12152616133
2021-02-04,13014222558
2021-02-05,13194474948
2021-02-08,13198079995
2021-02-09,13446828293
2021-02-10,13486483819
2021-02-11,13407172768
2021-02-12,13396357624
2021-02-16,13396357624
2021-02-17,13176449708
2021-02-18,13007012462
2021-02-19,13158424470
2021-02-22,13035852844
2021-02-23,13061088179
2021-02-24,12830365120
2021-02-25,12426599766
2021-02-26,12347288715
2021-03-01,12668137969
2021-03-02,12751054068
2021-03-03,12664532921
2021-03-04,12628482443
2021-03-05,12455440148
2021-03-08,12689768256
2021-03-09,12938516554
2021-03-10,13097138657
2021-03-11,13259365808
2021-03-12,13180054756
2021-03-15,13464853533
2021-03-16,13396357624
2021-03-17,13446828293
2021-03-18,13111558848
2021-03-19,13151214374
2021-03-22,13345886955
2021-03-23,13226920378
2021-03-24,13252155712
2021-03-25,13284601143
2021-03-26,13262970856
2021-03-29,13118768944
2021-03-30,13378332385
2021-03-31,13312692374
2021-04-01,13540847875
2021-04-05,13587927581
2021-04-06,13508254232
2021-04-07,13761760344
2021-04-08,13743652764
2021-04-09,13765381859
2021-04-12,13761760344
2021-04-13,13913864010
2021-04-14,14120290416
2021-04-15,14134776479
2021-04-16,14377418043
2021-04-19,14428119265
2021-04-20,14225314376
2021-04-21,14381039559
2021-04-22,14569358385
2021-04-23,15040155449
2021-04-26,15058263029
2021-04-27,15224852759
2021-04-28,15398685521
2021-04-29,15347984299
2021-04-30,15449386744
2021-05-03,15710135887
2021-05-04,15608733442
2021-05-05,15985371094
2021-05-06,16228012658
2021-05-07,16289578428
2021-05-10,16119367181
2021-05-11,15702892855
2021-05-12,15065506060
2021-05-13,15373334910
2021-05-14,15757215593
2021-05-17,15615976474
2021-05-18,15434900680
2021-05-19,15224852759
2021-05-20,15304526108
2021-05-21,15376956426
2021-05-24,15485601902
2021-05-25,15463872807
2021-05-26,15615976474
2021-05-27,15619597990
2021-05-28,15804295300
2021-06-01,15601490411
2021-06-02,15626841022
2021-06-03,15590625863
2021-06-04,15688406792
2021-06-07,15749972562
2021-06-08,16061422927
2021-06-09,15840510459
2021-06-10,15938291387
2021-06-11,15999857157
2021-06-14,15764458625
2021-06-15,16043315348
2021-06-16,16318550555
2021-06-17,16224391142
2021-06-18,15985371094
2021-06-21,16351144198
2021-06-22,16488761801
2021-06-23,16756753976
2021-06-24,16763997008
2021-06-25,17013881604
2021-06-28,16959558866
2021-06-29,16955937350
2021-06-30,16953146573
2021-07-01,16978678421
2021-07-02,17066216183
2021-07-06,17306945028
2021-07-07,17613327195
2021-07-08,17186580606
2021-07-09,17401777604
2021-07-12,17507552400
2021-07-13,16975031014
2021-07-14,16675943661
2021-07-15,16592053305
2021-07-16,16373208900
2021-07-19,15942814904
2021-07-20,16373208900
2021-07-21,16803602897
2021-07-22,16843724371
2021-07-23,17077158403
2021-07-26,17109985064
2021-07-27,17091748030
2021-07-28,17146459131
2021-07-29,18280802631
2021-07-30,18408461867
2021-08-02,18065605632
2021-08-03,17467430925
2021-08-04,17642506449
2021-08-05,17689922737
2021-08-06,17434604265
2021-08-09,17219407266
2021-08-10,17215759860
2021-08-11,17343419096
2021-08-12,17802992346
2021-08-13,17792050126
2021-08-16,17967125650
2021-08-17,17372598350
2021-08-18,17131869504
2021-08-19,16876551032
2021-08-20,17120927284
2021-08-23,17285060588
2021-08-24,17489315366
2021-08-25,17850408634
2021-08-26,17846761227
2021-08-27,17642506449
2021-08-30,17879587888
2021-08-31,18010894531
