,CEN
2018-10-10,242742244
2018-10-11,236577362
2018-10-12,237861712
2018-10-15,239659803
2018-10-16,239916673
2018-10-17,237604842
2018-10-18,236834232
2018-10-19,237604842
2018-10-22,234265531
2018-10-23,231696830
2018-10-24,220394545
2018-10-25,221935766
2018-10-26,217312104
2018-10-29,213459053
2018-10-30,211660962
2018-10-31,213972793
2018-11-01,216798364
2018-11-02,215770884
2018-11-05,219367065
2018-11-06,222449506
2018-11-07,225531947
2018-11-08,226430993
2018-11-09,223733857
2018-11-12,219623935
2018-11-13,211147222
2018-11-14,208835391
2018-11-15,210890352
2018-11-16,212688442
2018-11-19,211917832
2018-11-20,202413638
2018-11-21,206009820
2018-11-23,200872418
2018-11-26,201386158
2018-11-27,199844937
2018-11-28,203184249
2018-11-29,205752950
2018-11-30,204982339
2018-12-03,213202183
2018-12-04,208321651
2018-12-06,204725469
2018-12-07,202413638
2018-12-10,196248756
2018-12-11,197276236
2018-12-12,199074327
2018-12-13,200358678
2018-12-14,197276236
2018-12-17,188542653
2018-12-18,178781589
2018-12-19,173901057
2018-12-20,164910604
2018-12-21,165167474
2018-12-24,162085033
2018-12-26,173901057
2018-12-27,171846096
2018-12-28,175185408
2018-12-31,175956018
2019-01-02,175956018
2019-01-03,178524719
2019-01-04,190083874
2019-01-07,197789977
2019-01-08,205239209
2019-01-09,210376611
2019-01-10,209092261
2019-01-11,207551040
2019-01-14,206009820
2019-01-15,207037300
2019-01-16,207551040
2019-01-17,208064781
2019-01-18,210633482
2019-01-22,203954859
2019-01-23,204725469
2019-01-24,204982339
2019-01-25,208578521
2019-01-28,206780430
2019-01-29,206780430
2019-01-30,210890352
2019-01-31,209349131
2019-02-01,212431572
2019-02-04,214229663
2019-02-05,214743403
2019-02-06,213459053
2019-02-07,210890352
2019-02-08,207551040
2019-02-11,204468599
2019-02-12,202927379
2019-02-13,205752950
2019-02-14,208064781
2019-02-15,211147222
2019-02-19,216284624
2019-02-20,215000273
2019-02-21,210633482
2019-02-22,213459053
2019-02-25,213715923
2019-02-26,209092261
2019-02-27,210633482
2019-02-28,209092261
2019-03-01,208064781
2019-03-04,206780430
2019-03-05,207807910
2019-03-06,207037300
2019-03-07,210633482
2019-03-08,210633482
2019-03-11,212431572
2019-03-12,206266690
2019-03-13,206523560
2019-03-14,207807910
2019-03-15,207807910
2019-03-18,208835391
2019-03-19,211147222
2019-03-20,213715923
2019-03-21,216027754
2019-03-22,211917832
2019-03-25,210119741
2019-03-26,210890352
2019-03-27,209606001
2019-03-28,211660962
2019-03-29,213972793
2019-04-01,278102794
2019-04-02,281386180
2019-04-03,277774455
2019-04-04,275804424
2019-04-05,280401164
2019-04-08,284341227
2019-04-09,282371196
2019-04-10,280401164
2019-04-11,284012889
2019-04-12,289922983
2019-04-15,290579661
2019-04-16,285654582
2019-04-17,283684550
2019-04-18,276461101
2019-04-22,282371196
2019-04-23,282699534
2019-04-24,279744487
2019-04-25,279087810
2019-04-26,273177715
2019-04-29,275804424
2019-04-30,274819408
2019-05-01,274491069
2019-05-02,270551006
2019-05-03,272521038
2019-05-06,270551006
2019-05-07,269237652
2019-05-08,269894329
2019-05-09,267267620
2019-05-10,272849376
2019-05-13,273506053
2019-05-14,272521038
2019-05-15,272521038
2019-05-16,272849376
2019-05-17,274162731
2019-05-20,270879345
2019-05-21,273177715
2019-05-22,272192699
2019-05-23,267595959
2019-05-24,266282604
2019-05-28,265954266
2019-05-29,263655895
2019-05-30,263327557
2019-05-31,259715832
2019-06-03,260044171
2019-06-04,263984234
2019-06-05,266610943
2019-06-06,265297588
2019-06-07,264312573
2019-06-10,265625927
2019-06-11,264640911
2019-06-12,261685864
2019-06-13,261357525
2019-06-14,259059155
2019-06-17,255447430
2019-06-18,255447430
2019-06-19,255775769
2019-06-20,257417462
2019-06-21,259059155
2019-06-24,259715832
2019-06-25,257089123
2019-06-26,257089123
2019-06-27,257089123
2019-06-28,258074139
2019-07-01,262670880
2019-07-02,263655895
2019-07-03,263984234
2019-07-05,265625927
2019-07-08,270222667
2019-07-09,269565990
2019-07-10,271864360
2019-07-11,274162731
2019-07-12,274819408
2019-07-15,276132762
2019-07-16,271864360
2019-07-17,266939281
2019-07-18,266282604
2019-07-19,264312573
2019-07-22,264312573
2019-07-23,266610943
2019-07-24,265625927
2019-07-25,266282604
2019-07-26,263327557
2019-07-29,260372509
2019-07-30,257745801
2019-07-31,256760785
2019-08-01,256104108
2019-08-02,258402478
2019-08-05,250850690
2019-08-06,248223981
2019-08-07,241985548
2019-08-08,246582288
2019-08-09,243627241
2019-08-12,237060469
2019-08-13,233448744
2019-08-14,224911941
2019-08-15,225568618
2019-08-16,229180342
2019-08-19,234433760
2019-08-20,234433760
2019-08-21,236075453
2019-08-22,232463728
2019-08-23,228195327
2019-08-26,224255263
2019-08-27,220643539
2019-08-28,223926925
2019-08-29,226881972
2019-08-30,230493697
2019-09-03,226881972
2019-09-04,229837020
2019-09-05,231150374
2019-09-06,231807051
2019-09-09,233777083
2019-09-10,236403792
2019-09-11,238702162
2019-09-12,238045485
2019-09-13,239358839
2019-09-16,243627241
2019-09-17,241328871
2019-09-18,239687178
2019-09-19,238045485
2019-09-20,240015516
2019-09-23,240343855
2019-09-24,236403792
2019-09-25,234105421
2019-09-26,233448744
2019-09-27,232463728
2019-09-30,233777083
2019-10-01,230493697
2019-10-02,227866988
2019-10-03,230165358
2019-10-04,229180342
2019-10-07,230822035
2019-10-08,227538649
2019-10-09,224255263
2019-10-10,224911941
2019-10-11,225240279
2019-10-14,225240279
2019-10-15,219658523
2019-10-16,214733444
2019-10-17,213420090
2019-10-18,218673507
2019-10-21,217031814
2019-10-22,219001846
2019-10-23,219658523
2019-10-24,220971877
2019-10-25,219658523
2019-10-28,216375137
2019-10-29,217360153
2019-10-30,217688491
2019-10-31,216375137
2019-11-01,216375137
2019-11-04,219986862
2019-11-05,219658523
2019-11-06,220315200
2019-11-07,216046798
2019-11-08,213748428
2019-11-11,210136704
2019-11-12,204883286
2019-11-13,201599900
2019-11-14,197988175
2019-11-15,198973191
2019-11-18,195033128
2019-11-19,188138017
2019-11-20,191749742
2019-11-21,199301530
2019-11-22,199958207
2019-11-25,200614884
2019-11-26,196018144
2019-11-27,196674821
2019-11-29,196674821
2019-12-02,195033128
2019-12-03,194048112
2019-12-04,197331498
2019-12-05,196346482
2019-12-06,197003160
2019-12-09,200614884
2019-12-10,204883286
2019-12-11,206196640
2019-12-12,208495011
2019-12-13,207838333
2019-12-16,210136704
2019-12-17,208166672
2019-12-18,209480026
2019-12-19,208495011
2019-12-20,208823349
2019-12-23,212435074
2019-12-24,211778397
2019-12-26,214076767
2019-12-27,209480026
2019-12-30,205539963
2019-12-31,208166672
2020-01-02,213748428
2020-01-03,215390121
2020-01-06,220315200
2020-01-07,225240279
2020-01-08,222941909
2020-01-09,221956893
2020-01-10,222941909
2020-01-13,224583602
2020-01-14,223270248
2020-01-15,222613570
2020-01-16,222613570
2020-01-17,220315200
2020-01-21,214076767
2020-01-22,209480026
2020-01-23,211778397
2020-01-24,209151688
2020-01-27,206196640
2020-01-28,206853318
2020-01-29,207181656
2020-01-30,204554947
2020-01-31,201928239
2020-02-03,201271561
2020-02-04,205539963
2020-02-05,208495011
2020-02-06,206196640
2020-02-07,202913254
2020-02-10,201599900
2020-02-11,195033128
2020-02-12,196346482
2020-02-13,195689805
2020-02-14,194704789
2020-02-18,192734758
2020-02-19,195361467
2020-02-20,192734758
2020-02-21,188466356
2020-02-24,181571245
2020-02-25,172377765
2020-02-26,166796008
2020-02-27,153990803
2020-02-28,152020771
2020-03-02,161870929
2020-03-03,159244221
2020-03-04,161870929
2020-03-05,155632496
2020-03-06,143483968
2020-03-09,98501580
2020-03-10,86681390
2020-03-11,77487909
2020-03-12,55817562
2020-03-13,63369349
2020-03-16,49907467
2020-03-17,39728970
2020-03-18,19700316
2020-03-19,38743954
2020-03-20,37102261
2020-03-23,25813980
2020-03-24,34475553
2020-03-25,41699002
2020-03-26,44194375
2020-03-27,38415616
2020-03-30,29655542
2020-03-31,30578173
2020-04-01,29947763
2020-04-02,32528505
2020-04-03,30535489
2020-04-06,31520505
2020-04-07,32833860
2020-04-08,33490537
2020-04-09,35132230
2020-04-13,39400632
2020-04-14,39728970
2020-04-15,37102261
2020-04-16,37430600
2020-04-17,37102261
2020-04-20,34147214
2020-04-21,34475553
2020-04-22,35132230
2020-04-23,37758939
2020-04-24,37430600
2020-04-27,37102261
2020-04-28,37758939
2020-04-29,42027340
2020-04-30,43997372
2020-05-01,42684018
2020-05-04,43012356
2020-05-05,44982388
2020-05-06,42355679
2020-05-07,43669033
2020-05-08,44325711
2020-05-11,43669033
2020-05-12,41042325
2020-05-13,40057309
2020-05-14,41042325
2020-05-15,40385647
2020-05-18,40057309
2020-05-19,38087277
2020-05-20,38087277
2020-05-21,38743954
2020-05-22,37758939
2020-05-26,39400632
2020-05-27,39072293
2020-05-28,39072293
2020-05-29,38743954
2020-06-01,38415616
2020-06-02,38743954
2020-06-03,39728970
2020-06-04,43340695
2020-06-05,45967404
2020-06-08,40713986
2020-06-09,39072293
2020-06-10,38087277
2020-06-11,32505521
2020-06-12,34311383
2020-06-15,36773923
2020-06-16,35132230
2020-06-17,34475553
2020-06-18,35132230
2020-06-19,34475553
2020-06-22,34147214
2020-06-23,33162198
2020-06-24,32177182
2020-06-25,32728791
2020-06-26,31845560
2020-06-29,30781743
2020-06-30,30476388
2020-07-01,29832845
2020-07-02,28805145
2020-07-06,27777445
2020-07-07,27810279
2020-07-08,28105784
2020-07-09,27219269
2020-07-10,27547608
2020-07-13,26759595
2020-07-14,26693928
2020-07-15,28631125
2020-07-16,28729627
2020-07-17,29025132
2020-07-20,28565458
2020-07-21,29747477
2020-07-22,28926630
2020-07-23,28401288
2020-07-24,28007282
2020-07-27,27481940
2020-07-28,27317771
2020-07-29,28089367
2020-07-30,27547608
2020-07-31,26792429
2020-08-03,27367022
2020-08-04,27481940
2020-08-05,28565458
2020-08-06,28631125
2020-08-07,28516207
2020-08-10,29152855
2020-08-11,28860962
2020-08-12,28926630
2020-08-13,28746044
2020-08-14,28860962
2020-08-17,28795295
2020-08-18,28532624
2020-08-19,28237119
2020-08-20,27875947
2020-08-21,27580442
2020-08-24,27547608
2020-08-25,27252103
2020-08-26,26365589
2020-08-27,26595426
2020-08-28,27777445
2020-08-31,27153602
2020-09-01,27481940
2020-09-02,27153602
2020-09-03,26792429
2020-09-04,26759595
2020-09-08,26579009
2020-09-09,27087934
2020-09-10,26365589
2020-09-11,26464091
2020-09-14,27153602
2020-09-15,26234254
2020-09-16,26759267
2020-09-17,26365589
2020-09-18,26267088
2020-09-21,25577576
2020-09-22,25413407
2020-09-23,24789564
2020-09-24,24362724
2020-09-25,24297056
2020-09-28,24625395
2020-09-29,25314906
2020-09-30,36010550
2020-10-01,36010550
2020-10-02,36155559
2020-10-05,37653985
2020-10-06,37363967
2020-10-07,37702321
2020-10-08,39732446
2020-10-09,39539101
2020-10-12,39152411
2020-10-13,39152411
2020-10-14,39539101
2020-10-15,39442428
2020-10-16,38717384
2020-10-19,38814056
2020-10-20,39152411
2020-10-21,38524039
2020-10-22,39684110
2020-10-23,38910729
2020-10-26,37750658
2020-10-27,36445577
2020-10-28,35575524
2020-10-29,36493914
2020-10-30,36010550
2020-11-02,36300568
2020-11-03,37122286
2020-11-04,37170622
2020-11-05,37798994
2020-11-06,36832268
2020-11-09,39732446
2020-11-10,40409155
2020-11-11,40167473
2020-11-12,39877455
2020-11-13,40699173
2020-11-16,41907580
2020-11-17,42342607
2020-11-18,42825970
2020-11-19,44179387
2020-11-20,44082714
2020-11-23,46016167
2020-11-24,47611265
2020-11-25,47127902
2020-11-27,45484467
2020-11-30,44614414
2020-12-01,45822821
2020-12-02,47562929
2020-12-03,49254699
2020-12-04,51284824
2020-12-07,49641390
2020-12-08,50028080
2020-12-09,49786399
2020-12-10,51623179
2020-12-11,51381497
2020-12-14,49496381
2020-12-15,50173089
2020-12-16,49399708
2020-12-17,49061354
2020-12-18,48577991
2020-12-21,47514592
2020-12-22,46644539
2020-12-23,46354521
2020-12-24,46499530
2020-12-28,45948012
2020-12-29,45871158
2020-12-30,45822821
2020-12-31,45822821
2021-01-04,45726149
2021-01-05,47659601
2021-01-06,49351372
2021-01-07,50414771
2021-01-08,49303036
2021-01-11,49593054
2021-01-12,51333161
2021-01-13,51574842
2021-01-14,52444896
2021-01-15,50946470
2021-01-19,50656452
2021-01-20,50221426
2021-01-21,48964682
2021-01-22,48336310
2021-01-25,47659601
2021-01-26,48046292
2021-01-27,45919494
2021-01-28,46886220
2021-01-29,46306184
2021-02-01,46837884
2021-02-02,47707937
2021-02-03,48094628
2021-02-04,48287973
2021-02-05,49158027
2021-02-08,50173089
2021-02-09,49979744
2021-02-10,50029530
2021-02-11,49786399
2021-02-12,50076417
2021-02-16,50559780
2021-02-17,50124753
2021-02-18,49206363
2021-02-19,49640907
2021-02-22,50463107
2021-02-23,51091479
2021-02-24,52541568
2021-02-25,52058205
2021-02-26,50994807
2021-03-01,52976595
2021-03-02,53169941
2021-03-03,53894985
2021-03-04,53798313
2021-03-05,54185003
2021-03-08,54233339
2021-03-09,54185003
2021-03-10,55429180
2021-03-11,55876774
2021-03-12,55828438
2021-03-15,56166792
2021-03-16,53943321
2021-03-17,53701640
2021-03-18,52686094
2021-03-19,52879923
2021-03-22,52589905
2021-03-23,51768188
2021-03-24,52299887
2021-03-25,52638241
2021-03-26,53556631
2021-03-29,53266613
2021-03-30,52686577
2021-03-31,52928259
2021-04-01,55369726
2021-04-05,54813375
2021-04-06,55103393
2021-04-07,55393411
2021-04-08,55103393
2021-04-09,55538420
2021-04-12,55345074
2021-04-13,56601819
2021-04-14,56650155
2021-04-15,57133518
2021-04-16,56650155
2021-04-19,56553482
2021-04-20,55828438
2021-04-21,56553482
2021-04-22,56408473
2021-04-23,57133518
2021-04-26,57471872
2021-04-27,56940173
2021-04-28,58921961
2021-04-29,59308652
2021-04-30,58535271
2021-05-03,59501997
2021-05-04,59937024
2021-05-05,60517060
2021-05-06,60710405
2021-05-07,61387113
2021-05-10,62208830
2021-05-11,61628795
2021-05-12,61870476
2021-05-13,62402176
2021-05-14,62885539
2021-05-17,63368902
2021-05-18,63707256
2021-05-19,62788866
2021-05-20,63852265
2021-05-21,63803929
2021-05-24,64601478
2021-05-25,63223893
2021-05-26,63658920
2021-05-27,63417238
2021-05-28,63223893
2021-06-01,64432301
2021-06-02,65012336
2021-06-03,65157345
2021-06-04,64818991
2021-06-07,65737381
2021-06-08,66172408
2021-06-09,66414089
2021-06-10,67187470
2021-06-11,67622497
2021-06-14,68250869
2021-06-15,67429152
2021-06-16,67525825
2021-06-17,64640147
2021-06-18,63175557
2021-06-21,64577310
2021-06-22,64142283
2021-06-23,64480637
2021-06-24,64625646
2021-06-25,64335628
2021-06-28,63417238
2021-06-29,63513911
2021-06-30,64528973
2021-07-01,63948938
2021-07-02,63707256
2021-07-06,62837203
2021-07-07,62257167
2021-07-08,61628795
2021-07-09,62643857
2021-07-12,62112158
2021-07-13,61532122
2021-07-14,60565396
2021-07-15,59453661
2021-07-16,59308652
2021-07-19,56988509
2021-07-20,59888688
2021-07-21,60227042
2021-07-22,59889171
2021-07-23,59647006
2021-07-26,60662069
2021-07-27,59647006
2021-07-28,60275378
2021-07-29,60420387
2021-07-30,59888688
2021-08-02,61048759
2021-08-03,61193768
2021-08-04,60372051
2021-08-05,60468723
2021-08-06,60807077
2021-08-09,60662069
2021-08-10,62063822
2021-08-11,62692194
2021-08-12,63078884
2021-08-13,62933875
2021-08-16,62595521
2021-08-17,61918813
2021-08-18,61290441
2021-08-19,59792015
2021-08-20,60178705
2021-08-23,61145915
2021-08-24,62015485
2021-08-25,62837203
2021-08-26,61725467
2021-08-27,62692194
2021-08-30,62498848
2021-08-31,62305503
2021-09-01,62160494
2021-09-02,62885539
2021-09-03,62547185
2021-09-07,61967149
2021-09-08,62450512
2021-09-09,62450512
2021-09-10,62547185
2021-09-13,63465575
2021-09-14,62160494
2021-09-15,63223893
2021-09-16,64045610
2021-09-17,63127220
2021-09-20,60710405
2021-09-21,62063822
2021-09-22,64625646
2021-09-23,65640708
2021-09-24,65737381
2021-09-27,67525825
2021-09-28,66800780
2021-09-29,67187470
2021-09-30,67235807
2021-10-01,68226701
2021-10-04,69507613
2021-10-05,70087649
2021-10-06,69072586
2021-10-07,71006039
2021-10-08,70957703
2021-10-11,72794482
2021-10-12,73616200
2021-10-13,74921280
2021-10-14,76371369
2021-10-15,75211298
2021-10-18,75597988
2021-10-19,76951405
2021-10-20,76516378
2021-10-21,75259634
2021-10-22,74679598
2021-10-25,75066289
2021-10-26,73471191
2021-10-27,72794482
2021-10-28,72939491
2021-10-29,72746146
2021-11-01,73761209
2021-11-02,73906217
2021-11-03,73809545
2021-11-04,73132837
2021-11-05,73664536
2021-11-08,74534590
2021-11-09,74921280
2021-11-10,75259634
2021-11-11,76033015
2021-11-12,75888006
2021-11-15,75501316
2021-11-16,74099563
2021-11-17,72697810
2021-11-18,72166110
2021-11-19,70716021
2021-11-22,71344393
2021-11-23,71537738
2021-11-24,72311119
2021-11-26,70619348
2021-11-29,70184322
2021-11-30,69410941
2021-12-01,67284143
2021-12-02,68154197
2021-12-03,66172408
2021-12-06,67332479
2021-12-07,70522676
2021-12-08,70933534
2021-12-09,70571012
2021-12-10,67767506
2021-12-13,67815842
2021-12-14,64856694
2021-12-15,65012336
2021-12-16,64915664
2021-12-17,64383964
2021-12-20,62015485
2021-12-21,64335628
2021-12-22,64625646
2021-12-23,64818991
2021-12-27,65592372
2021-12-28,65205682
2021-12-29,64818991
2021-12-30,64818991
2021-12-31,65447363
2022-01-03,68154197
2022-01-04,69845967
2022-01-05,69700959
2022-01-06,71296057
2022-01-07,73181173
2022-01-10,72915323
2022-01-11,74244572
2022-01-12,74679598
2022-01-13,74534590
2022-01-14,76008847
2022-01-18,75888006
2022-01-19,75549652
2022-01-20,75356307
2022-01-21,73181173
2022-01-24,70909366
2022-01-25,69217595
2022-01-26,70716021
2022-01-27,72552801
2022-01-28,72214447
2022-01-31,74582926
2022-02-01,76081351
2022-02-02,76903069
2022-02-03,76323033
2022-02-04,76613051
2022-02-07,80044929
2022-02-08,78014804
2022-02-09,78014804
2022-02-10,77434768
2022-02-11,78304822
2022-02-14,76951405
2022-02-15,77531441
2022-02-16,77483104
2022-02-17,76903069
2022-02-18,77338096
2022-02-22,76661387
2022-02-23,77096414
2022-02-24,76709723
2022-02-25,78353158
2022-02-28,80238274
2022-03-01,81591691
2022-03-02,82703426
2022-03-03,82316735
2022-03-04,82751762
2022-03-07,83670152
2022-03-08,85265250
2022-03-09,82220063
2022-03-10,83911834
2022-03-11,82220063
2022-03-14,80721637
2022-03-15,78063140
2022-03-16,78884857
2022-03-17,79996593
2022-03-18,79416557
2022-03-21,81108328
2022-03-22,80963319
2022-03-23,82026718
2022-03-24,83911834
2022-03-25,86763676
2022-03-28,82703426
2022-03-29,83041780
2022-03-30,83621816
2022-03-31,84201852
2022-04-01,85990295
2022-04-04,87102030
2022-04-05,86473658
2022-04-06,85941959
2022-04-07,85555268
2022-04-08,85651941
2022-04-11,85265250
2022-04-12,86521994
2022-04-13,87488721
2022-04-14,87295375
2022-04-18,88745465
2022-04-19,88600456
2022-04-20,88310438
2022-04-21,84781887
2022-04-22,84298524
2022-04-25,82171727
2022-04-26,83138453
2022-04-27,85012935
2022-04-28,87537057
2022-04-29,85990295
2022-05-02,83621816
2022-05-03,86038631
2022-05-04,87778738
2022-05-05,85458596
2022-05-06,86763676
2022-05-09,82848435
2022-05-10,82558417
2022-05-11,83283462
2022-05-12,82945107
2022-05-13,83621816
2022-05-16,85458596
2022-05-17,86183640
2022-05-18,84201852
2022-05-19,84008506
2022-05-20,84201852
2022-05-23,83911834
2022-05-24,83621816
2022-05-25,85168578
2022-05-26,84926896
2022-05-27,85796950
2022-05-31,85361923
2022-06-01,87875411
2022-06-02,87730402
2022-06-03,86908685
2022-06-06,87730402
2022-06-07,88455447
2022-06-08,87440384
2022-06-09,87005358
2022-06-10,85410259
2022-06-13,81011655
2022-06-14,79561566
2022-06-15,79029866
2022-06-16,75646325
2022-06-17,74002890
2022-06-21,77096414
2022-06-22,75452979
2022-06-23,74147899
2022-06-24,75211298
2022-06-27,76274697
2022-06-28,78304822
2022-06-29,78498167
2022-06-30,77386432
2022-07-01,78643176
2022-07-05,75888006
2022-07-06,74292908
2022-07-07,77241423
2022-07-08,77628113
2022-07-11,76999741
2022-07-12,76202192
2022-07-13,76709723
2022-07-14,76274697
2022-07-15,76903069
2022-07-18,78208149
2022-07-19,79368221
2022-07-20,80189938
2022-07-21,79948256
2022-07-22,80044929
2022-07-25,81881709
2022-07-26,82123390
2022-07-27,83235125
2022-07-28,84085361
2022-07-29,84395197
2022-08-01,84878560
2022-08-02,84685215
2022-08-03,84806055
2022-08-04,83960170
2022-08-05,83514026
2022-08-08,84008506
2022-08-09,84540206
2022-08-10,85555268
2022-08-11,86884517
2022-08-12,87247039
2022-08-15,86715340
2022-08-16,87508538
2022-08-17,86812012
2022-08-18,88165429
2022-08-19,87827075
2022-08-22,87440384
2022-08-23,88455447
2022-08-24,89518846
2022-08-25,89228828
2022-08-26,88358774
2022-08-29,89132155
2022-08-30,87392048
2022-08-31,86280313
2022-09-01,85651941
2022-09-02,87295375
2022-09-06,85796950
2022-09-07,85845286
2022-09-08,86231977
2022-09-09,87585393
2022-09-12,88068756
2022-09-13,86280313
2022-09-14,87827075
2022-09-15,87440384
2022-09-16,85265250
2022-09-19,85651941
2022-09-20,84975232
2022-09-21,85120241
2022-09-22,83476807
2022-09-23,79174875
2022-09-26,77579777
2022-09-27,77724786
2022-09-28,79948256
2022-09-29,80141601
2022-09-30,80044929
2022-10-03,79948256
2022-10-04,80914982
2022-10-05,81591691
2022-10-06,81156664
2022-10-07,79754911
2022-10-10,78884857
2022-10-11,80093265
2022-10-12,79513229
2022-10-13,81350009
2022-10-14,79513229
2022-10-17,80963319
2022-10-18,81156664
2022-10-19,81736700
2022-10-20,81301673
2022-10-21,82993444
2022-10-24,81930045
2022-10-25,82413408
2022-10-26,83525143
2022-10-27,84056843
2022-10-28,84201852
2022-10-31,85313587
2022-11-01,85265250
2022-11-02,83911834
2022-11-03,84250188
2022-11-04,84395197
2022-11-07,84878560
2022-11-08,85399142
2022-11-09,82606753
2022-11-10,83960170
2022-11-11,84781887
2022-11-14,84830224
2022-11-15,84588542
2022-11-16,84346860
2022-11-17,87537057
2022-11-18,87875411
2022-11-21,87126198
2022-11-22,86135304
2022-11-23,87875411
2022-11-25,88068756
2022-11-28,87005358
2022-11-29,87392048
2022-11-30,87585393
2022-12-01,89470509
2022-12-02,88262102
2022-12-05,86763676
2022-12-06,86183640
2022-12-07,85796950
2022-12-08,85941959
2022-12-09,85796950
2022-12-12,87102030
2022-12-13,86618667
2022-12-14,85967577
2022-12-15,84153515
2022-12-16,82171727
2022-12-19,81011655
2022-12-20,81543354
2022-12-21,82703426
2022-12-22,81446682
2022-12-23,83090116
2022-12-27,83355966
2022-12-28,81205000
2022-12-29,82703426
2022-12-30,83863497
2023-01-03,82557934
2023-01-04,83889599
2023-01-05,83766825
2023-01-06,85603605
2023-01-09,85651941
2023-01-10,86328649
2023-01-11,87005358
2023-01-12,88503783
2023-01-13,88938810
2023-01-17,88503783
2023-01-18,87778738
2023-01-19,88503783
2023-01-20,88890474
2023-01-23,89615518
2023-01-24,89777928
2023-01-25,89180491
2023-01-26,90050545
2023-01-27,90172353
2023-01-30,89180491
2023-01-31,90147218
2023-02-01,89808863
2023-02-02,90775590
2023-02-03,91065608
2023-02-06,91838989
2023-02-07,92612369
2023-02-08,92032334
2023-02-09,92080670
2023-02-10,92999060
2023-02-13,92854051
2023-02-14,93772441
2023-02-15,93289078
2023-02-16,93240741
2023-02-17,91983997
2023-02-21,91017271
2023-02-22,91645643
2023-02-23,92370688
2023-02-24,91790652
2023-02-27,91355625
2023-02-28,91017271
2023-03-01,86676671
2023-03-02,86473658
2023-03-03,87537057
2023-03-06,87150366
2023-03-07,86763676
2023-03-08,86908685
2023-03-09,87682066
2023-03-10,85796950
2023-03-13,84008506
2023-03-14,82751762
2023-03-15,80141601
2023-03-16,80721637
2023-03-17,79948256
2023-03-20,80141601
2023-03-21,79996593
2023-03-22,80189938
2023-03-23,78884857
2023-03-24,79658238
2023-03-27,80673301
2023-03-28,83090116
2023-03-29,83573479
2023-03-30,83960170
2023-03-31,93047396
2023-04-03,94159131
2023-04-04,92854051
2023-04-05,92999060
2023-04-06,91210616
2023-04-10,91258953
2023-04-11,91887325
2023-04-12,91258953
2023-04-13,91452298
2023-04-14,91307289
2023-04-17,91355625
2023-04-18,90968935
2023-04-19,90388899
2023-04-20,89615518
2023-04-21,90098881
2023-04-24,90920599
2023-04-25,90437236
2023-04-26,90388899
2023-04-27,90823926
2023-04-28,90823926
2023-05-01,90388899
2023-05-02,89688023
2023-05-03,88987146
2023-05-04,88117093
2023-05-05,88745465
2023-05-08,88987146
2023-05-09,89228828
2023-05-10,89204660
2023-05-11,88938810
2023-05-12,89132155
2023-05-15,91065608
2023-05-16,89615518
2023-05-17,90485572
2023-05-18,90582244
2023-05-19,90437236
2023-05-22,90147218
2023-05-23,89857200
2023-05-24,89422173
2023-05-25,88407110
2023-05-26,87585393
2023-05-30,88648792
2023-05-31,88165429
2023-06-01,89905536
2023-06-02,91983997
2023-06-05,92129006
2023-06-06,92370688
2023-06-07,93482423
2023-06-08,93579096
2023-06-09,92467361
2023-06-12,91645643
2023-06-13,90823926
2023-06-14,91162280
2023-06-15,91935661
2023-06-16,92709042
2023-06-20,91838989
2023-06-21,92225679
2023-06-22,91452298
2023-06-23,91017271
2023-06-26,91307289
2023-06-27,91548971
2023-06-28,92612369
2023-06-29,93385750
2023-06-30,94062459
2023-07-03,94980849
2023-07-05,94110795
2023-07-06,93337414
2023-07-07,94449149
2023-07-10,94739167
2023-07-11,95609221
2023-07-12,96624283
2023-07-13,97300992
2023-07-14,96285929
2023-07-17,96527611
2023-07-18,97832691
2023-07-19,97832691
2023-07-20,98219381
2023-07-21,98364390
2023-07-24,98896090
2023-07-25,99041099
2023-07-26,98412727
2023-07-27,98557736
2023-07-28,98751081
2023-07-31,99959489
2023-08-01,99621134
2023-08-02,98316054
2023-08-03,98847753
2023-08-04,98557736
2023-08-07,98992762
2023-08-08,99186108
2023-08-09,100104498
2023-08-10,99750192
2023-08-11,102212454
2023-08-14,101819141
2023-08-15,101130841
2023-08-16,102654933
2023-08-17,102802425
2023-08-18,102999082
2023-08-21,103195739
2023-08-22,103539889
2023-08-23,103244904
2023-08-24,102949918
2023-08-25,103589053
2023-08-28,104080696
2023-08-29,104523174
2023-08-30,104768995
2023-08-31,105063980
2023-09-01,105703116
2023-09-05,105211473
2023-09-06,103490725
2023-09-07,103048247
2023-09-08,103343232
2023-09-11,103097411
2023-09-12,103589053
2023-09-13,102999082
2023-09-14,103933203
2023-09-15,103392396
2023-09-18,104326517
2023-09-19,104424845
2023-09-20,105211473
2023-09-21,103736546
2023-09-22,103884039
2023-09-25,105162309
2023-09-26,103294068
2023-09-27,104572338
2023-09-28,104719831
2023-09-29,104228188
2023-10-02,102261619
2023-10-03,100393378
2023-10-04,99655914
2023-10-05,100835856
2023-10-06,101917469
2023-10-09,101917469
2023-10-10,101917469
2023-10-12,101917469
2023-10-13,101917469
2023-10-16,101917469
2023-10-17,101917469
2023-10-18,101917469
2023-10-19,101917469
