,PM
2012-10-26,146986200000
2012-10-31,147452400000
2012-11-01,145837350000
2012-11-02,144738450000
2012-11-05,144505350000
2012-11-06,145504350000
2012-11-07,143772750000
2012-11-08,142440750000
2012-11-09,142224300000
2012-11-12,141491700000
2012-11-13,140559300000
2012-11-14,137179350000
2012-11-15,139810050000
2012-11-16,141408450000
2012-11-19,144621900000
2012-11-20,146686500000
2012-11-21,147718800000
2012-11-23,150532650000
2012-11-26,149633550000
2012-11-27,148401450000
2012-11-28,149700150000
2012-11-29,150399450000
2012-11-30,149650200000
2012-12-03,149517000000
2012-12-04,148101750000
2012-12-05,147402450000
2012-12-06,147635550000
2012-12-07,148967550000
2012-12-10,148301550000
2012-12-11,147285900000
2012-12-12,147818700000
2012-12-13,146853000000
2012-12-14,146103750000
2012-12-17,145504350000
2012-12-18,144039150000
2012-12-19,140942250000
2012-12-20,142357500000
2012-12-21,141441750000
2012-12-24,139427100000
2012-12-26,138111750000
2012-12-27,139477050000
2012-12-28,137612250000
2012-12-31,137671440000
2013-01-02,142774040000
2013-01-03,141325560000
2013-01-04,142411920000
2013-01-07,141967500000
2013-01-08,141704140000
2013-01-09,141276180000
2013-01-10,143679340000
2013-01-11,146872580000
2013-01-14,146609220000
2013-01-15,146362320000
2013-01-16,145407640000
2013-01-17,146724440000
2013-01-18,148107080000
2013-01-22,148189380000
2013-01-23,146230640000
2013-01-24,147744960000
2013-01-25,147185320000
2013-01-28,146494000000
2013-01-29,146345860000
2013-01-30,144271900000
2013-01-31,145111360000
2013-02-01,145061980000
2013-02-04,143745180000
2013-02-05,144782160000
2013-02-06,144337740000
2013-02-07,147843720000
2013-02-08,148880700000
2013-02-11,148716100000
2013-02-12,148370440000
2013-02-13,149769540000
2013-02-14,148156460000
2013-02-15,148123540000
2013-02-19,150296260000
2013-02-20,151580140000
2013-02-21,153291980000
2013-02-22,153769320000
2013-02-25,150707760000
2013-02-26,150773600000
2013-02-27,150493780000
2013-02-28,151020500000
2013-03-01,150510240000
2013-03-04,152024560000
2013-03-05,151892880000
2013-03-06,150773600000
2013-03-07,151119260000
2013-03-08,149967060000
2013-03-11,150131660000
2013-03-12,149604940000
2013-03-13,149045300000
2013-03-14,150296260000
2013-03-15,150395020000
2013-03-18,148732560000
2013-03-19,149473260000
2013-03-20,150477320000
2013-03-21,149868300000
2013-03-22,150806520000
2013-03-25,151415540000
2013-03-26,151036960000
2013-03-27,151432000000
2013-03-28,152600660000
2013-04-01,151324180000
2013-04-02,153982710000
2013-04-03,153901160000
2013-04-04,154178430000
2013-04-05,151226320000
2013-04-08,154031640000
2013-04-09,154194740000
2013-04-10,155369060000
2013-04-11,155923600000
2013-04-12,157293640000
2013-04-15,153493410000
2013-04-16,154896070000
2013-04-17,153379240000
2013-04-18,149546390000
2013-04-19,149970450000
2013-04-22,151389420000
2013-04-23,152661600000
2013-04-24,153395550000
2013-04-25,154357840000
2013-04-26,155450610000
2013-04-29,156510760000
2013-04-30,155907290000
2013-05-01,156037770000
2013-05-02,154961310000
2013-05-03,153738060000
2013-05-06,151862410000
2013-05-07,152677910000
2013-05-08,154145810000
2013-05-09,152841010000
2013-05-10,152204920000
2013-05-13,153379240000
2013-05-14,154879760000
2013-05-15,157065300000
2013-05-16,155662640000
2013-05-17,156054080000
2013-05-20,154945000000
2013-05-21,153966400000
2013-05-22,153265070000
2013-05-23,153819610000
2013-05-24,153509720000
2013-05-28,152270160000
2013-05-29,150459750000
2013-05-30,150737020000
2013-05-31,148274210000
2013-06-03,150671780000
2013-06-04,149872590000
2013-06-05,147556570000
2013-06-06,150052000000
2013-06-07,150198790000
2013-06-10,149448530000
2013-06-11,148796130000
2013-06-12,149481150000
2013-06-13,150997980000
2013-06-14,150247720000
2013-06-17,150818570000
2013-06-18,151112150000
2013-06-19,147214060000
2013-06-20,141293530000
2013-06-21,142647260000
2013-06-24,141652350000
2013-06-25,141081500000
2013-06-26,142777740000
2013-06-27,143169180000
2013-06-28,141277220000
2013-07-01,141273420000
2013-07-02,141321840000
2013-07-03,141628500000
2013-07-05,141241140000
2013-07-08,142951980000
2013-07-09,143936520000
2013-07-10,142726020000
2013-07-11,145808760000
2013-07-12,144775800000
2013-07-15,144630540000
2013-07-16,145179300000
2013-07-17,144791940000
2013-07-18,144049500000
2013-07-19,143016540000
2013-07-22,144017220000
2013-07-23,143290920000
2013-07-24,142903560000
2013-07-25,144001080000
2013-07-26,143452320000
2013-07-29,143113380000
2013-07-30,143920380000
2013-07-31,143936520000
2013-08-01,144791940000
2013-08-02,144598260000
2013-08-05,144001080000
2013-08-06,143274780000
2013-08-07,142370940000
2013-08-08,144227040000
2013-08-09,143161800000
2013-08-12,142516200000
2013-08-13,142564620000
2013-08-14,142322520000
2013-08-15,140643960000
2013-08-16,138400500000
2013-08-19,137448240000
2013-08-20,135914939999
2013-08-21,135204780000
2013-08-22,135850380000
2013-08-23,137787180000
2013-08-26,136237740000
2013-08-27,135753540000
2013-08-28,133881300000
2013-08-29,135382320000
2013-08-30,134672160000
2013-09-03,134607600000
2013-09-04,135333899999
2013-09-05,135737399999
2013-09-06,135882660000
2013-09-09,136399140000
2013-09-10,135947220000
2013-09-11,139707840000
2013-09-12,139255920000
2013-09-13,141676920000
2013-09-16,141789900000
2013-09-17,142387080000
2013-09-18,145179300000
2013-09-19,146131560000
2013-09-20,146018580000
2013-09-23,144856500000
2013-09-24,141079740000
2013-09-25,140272740000
2013-09-26,141531660000
2013-09-27,140950620000
2013-09-30,138370820000
2013-10-01,139617260000
2013-10-02,140176560000
2013-10-03,139809020000
2013-10-04,139089920000
2013-10-07,138354840000
2013-10-08,137332120000
2013-10-09,134487680000
2013-10-10,137683680000
2013-10-11,135877940000
2013-10-14,138530620000
2013-10-15,136629000000
2013-10-16,137571820000
2013-10-17,138850220000
2013-10-18,138914140000
2013-10-21,138786300000
2013-10-22,140272440000
2013-10-23,140815760000
2013-10-24,140911640000
2013-10-25,141582800000
2013-10-28,143660200000
2013-10-29,144395280000
2013-10-30,142765320000
2013-10-31,142413760000
2013-11-01,143436480000
2013-11-04,144219500000
2013-11-05,144027740000
2013-11-06,145433980000
2013-11-07,143772060000
2013-11-08,142877180000
2013-11-11,143388540000
2013-11-12,143420500000
2013-11-13,144810760000
2013-11-14,144938600000
2013-11-15,145993280000
2013-11-18,146440720000
2013-11-19,146169060000
2013-11-20,142701400000
2013-11-21,138386800000
2013-11-22,138946100000
2013-11-25,137891420000
2013-11-26,136597040000
2013-11-27,136629000000
2013-11-29,136692920000
2013-12-02,135941859999
2013-12-03,137044480000
2013-12-04,137284180000
2013-12-05,136644980000
2013-12-06,137156340000
2013-12-09,137987300000
2013-12-10,137092420000
2013-12-11,137300160000
2013-12-12,136341359999
2013-12-13,136213519999
2013-12-16,135430500000
2013-12-17,135270700000
2013-12-18,136597040000
2013-12-19,136597040000
2013-12-20,136660960000
2013-12-23,136229500000
2013-12-24,136517140000
2013-12-26,137443980000
2013-12-27,138610520000
2013-12-30,138386800000
2013-12-31,137926790000
2014-01-02,136169660000
2014-01-03,135393990000
2014-01-06,134444190000
2014-01-07,134048440000
2014-01-08,131816410000
2014-01-09,131879730000
2014-01-10,130708309999
2014-01-13,130518350000
2014-01-14,130518350000
2014-01-15,131515640000
2014-01-16,133795160000
2014-01-17,131911390000
2014-01-21,132956169999
2014-01-22,133272770000
2014-01-23,132243820000
2014-01-24,129014500000
2014-01-27,127874740000
2014-01-28,127922230000
2014-01-29,125753520000
2014-01-30,125199470000
2014-01-31,123695620000
2014-02-03,119342370000
2014-02-04,121701040000
2014-02-05,121732700000
2014-02-06,123648130000
2014-02-07,127035750000
2014-02-10,124756230000
2014-02-11,125785179999
2014-02-12,124170520000
2014-02-13,125436919999
2014-02-14,127257370000
2014-02-18,126655830000
2014-02-19,126006799999
2014-02-20,126180929999
2014-02-21,125009510000
2014-02-24,125326110000
2014-02-25,126529190000
2014-02-26,125848500000
2014-02-27,127874740000
2014-02-28,128080530000
2014-03-03,127352350000
2014-03-04,129141140000
2014-03-05,128333809999
2014-03-06,128080530000
2014-03-07,127178220000
2014-03-10,127320690000
2014-03-11,125880160000
2014-03-12,125326110000
2014-03-13,125421090000
2014-03-14,126465870000
2014-03-17,127083240000
2014-03-18,127384010000
2014-03-19,126101780000
2014-03-20,127320690000
2014-03-21,128223000000
2014-03-24,127304860000
2014-03-25,126956600000
2014-03-26,127304860000
2014-03-27,126750809999
2014-03-28,128254660000
2014-03-31,128617770000
2014-04-01,129151909999
2014-04-02,129544659999
2014-04-03,129261880000
2014-04-04,130094510000
2014-04-07,130220190000
2014-04-08,131681219999
2014-04-09,131775480000
2014-04-10,131209920000
2014-04-11,130612940000
2014-04-14,132231070000
2014-04-15,132560980000
2014-04-16,133205090000
2014-04-17,130628650000
2014-04-21,131178500000
2014-04-22,131241340000
2014-04-23,130942849999
2014-04-24,131162789999
2014-04-25,132136810000
2014-04-28,133503580000
2014-04-29,133833490000
2014-04-30,134210530000
2014-05-01,134666120000
2014-05-02,134131980000
2014-05-05,134069140000
2014-05-06,133974880000
2014-05-07,134791800000
2014-05-08,135435909999
2014-05-09,135734400000
2014-05-12,135310230000
2014-05-13,134996030000
2014-05-14,134713250000
2014-05-15,134053430000
2014-05-16,134744670000
2014-05-19,134697539999
2014-05-20,133880620000
2014-05-21,135341650000
2014-05-22,135561590000
2014-05-23,136001469999
2014-05-27,136535610000
2014-05-28,137226849999
2014-05-29,138829270000
2014-05-30,139096340000
2014-06-02,138750720000
2014-06-03,138075190000
2014-06-04,138200870000
2014-06-05,138090900000
2014-06-06,138766430000
2014-06-09,138766430000
2014-06-10,138860690000
2014-06-11,138939240000
2014-06-12,138625040000
2014-06-13,138954950000
2014-06-16,139866130000
2014-06-17,139410540000
2014-06-18,141201480000
2014-06-19,143495140000
2014-06-20,143180940000
2014-06-23,142065530000
2014-06-24,140400270000
2014-06-25,139646190000
2014-06-26,135875789999
2014-06-27,133299349999
2014-06-30,131523600000
2014-07-01,131367599999
2014-07-02,132381600000
2014-07-03,133676400000
2014-07-07,134284800000
2014-07-08,134612400000
2014-07-09,134206800000
2014-07-10,132444000000
2014-07-11,133239600000
2014-07-14,134082000000
2014-07-15,131960400000
2014-07-16,132132000000
2014-07-17,131898000000
2014-07-18,134191200000
2014-07-21,133489199999
2014-07-22,133192800000
2014-07-23,132724800000
2014-07-24,133442400000
2014-07-25,132365999999
2014-07-28,131788800000
2014-07-29,132054000000
2014-07-30,129776400000
2014-07-31,127935600000
2014-08-01,127764000000
2014-08-04,128122800000
2014-08-05,127264800000
2014-08-06,130228800000
2014-08-07,129027599999
2014-08-08,130790400000
2014-08-11,131585999999
2014-08-12,131320800000
2014-08-13,131773200000
2014-08-14,132490800000
2014-08-15,131820000000
2014-08-18,132584399999
2014-08-19,133192800000
2014-08-20,132740400000
2014-08-21,132834000000
2014-08-22,131570400000
2014-08-25,132896400000
2014-08-26,133005600000
2014-08-27,132990000000
2014-08-28,133005600000
2014-08-29,133504800000
2014-09-02,133364399999
2014-09-03,133224000000
2014-09-04,132584399999
2014-09-05,133302000000
2014-09-08,131040000000
2014-09-09,130774800000
2014-09-10,131336400000
2014-09-11,131820000000
2014-09-12,131071200000
2014-09-15,131352000000
2014-09-16,132319199999
2014-09-17,132444000000
2014-09-18,132163200000
2014-09-19,133458000000
2014-09-22,134238000000
2014-09-23,130509600000
2014-09-24,131742000000
2014-09-25,130572000000
2014-09-26,129838800000
2014-09-29,128949600000
2014-09-30,129353400000
2014-10-01,129461970000
2014-10-02,130609709999
2014-10-03,131075010000
2014-10-06,131168069999
2014-10-07,130252980000
2014-10-08,131928060000
2014-10-09,130159920000
2014-10-10,130718280000
2014-10-13,130392569999
2014-10-14,129803190000
2014-10-15,129632580000
2014-10-16,132238260000
2014-10-17,133386000000
2014-10-20,134828430000
2014-10-21,135634950000
2014-10-22,135867599999
2014-10-23,135898620000
2014-10-24,136581060000
2014-10-27,136550040000
2014-10-28,136906770000
2014-10-29,136348410000
2014-10-30,137030849999
2014-10-31,138054510000
2014-11-03,138333690000
2014-11-04,138736950000
2014-11-05,139434900000
2014-11-06,135712500000
2014-11-07,136674120000
2014-11-10,137139420000
2014-11-11,136627590000
2014-11-12,136332900000
2014-11-13,136270860000
2014-11-14,133820280000
2014-11-17,135402300000
2014-11-18,135138630000
2014-11-19,134673330000
2014-11-20,133091310000
2014-11-21,134937000000
2014-11-24,134161500000
2014-11-25,133851300000
2014-11-26,134316599999
2014-11-28,134828430000
2014-12-01,134161500000
2014-12-02,135541890000
2014-12-03,135945150000
2014-12-04,135169650000
2014-12-05,135154140000
2014-12-08,134611290000
2014-12-09,134254560000
2014-12-10,132765599999
2014-12-11,133339470000
2014-12-12,130935420000
2014-12-15,127879950000
2014-12-16,126235890000
2014-12-17,126949349999
2014-12-18,130315020000
2014-12-19,128810550000
2014-12-22,128686470000
2014-12-23,129198300000
2014-12-24,128965650000
2014-12-26,129260340000
2014-12-29,129043200000
2014-12-30,127957500000
2014-12-31,126084600000
2015-01-02,125418960000
2015-01-05,124474680000
2015-01-06,125542799999
2015-01-07,126487079999
2015-01-08,128391120000
2015-01-09,128050560000
2015-01-12,128561400000
2015-01-13,128638799999
2015-01-14,129134160000
2015-01-15,128205359999
2015-01-16,128019600000
2015-01-20,129381840000
2015-01-21,130883400000
2015-01-22,131827680000
2015-01-23,128205359999
2015-01-26,128561400000
2015-01-27,126316799999
2015-01-28,124737840000
2015-01-29,125728560000
2015-01-30,124211519999
2015-02-02,126363240000
2015-02-03,127307519999
2015-02-04,127059840000
2015-02-05,127818359999
2015-02-06,125805960000
2015-02-09,125124840000
2015-02-10,125511840000
2015-02-11,127679040000
2015-02-12,129552120000
2015-02-13,128282760000
2015-02-17,128035079999
2015-02-18,128484000000
2015-02-19,127895760000
2015-02-20,128545920000
2015-02-23,128313720000
2015-02-24,129273480000
2015-02-25,129211560000
2015-02-26,128174400000
2015-02-27,128422079999
2015-03-02,128406600000
2015-03-03,128019600000
2015-03-04,127199160000
2015-03-05,126487079999
2015-03-06,123917400000
2015-03-09,124536600000
2015-03-10,122679000000
2015-03-11,120465359999
2015-03-12,121874040000
2015-03-13,120202200000
2015-03-16,120573720000
2015-03-17,120573720000
2015-03-18,121610880000
2015-03-19,122075280000
2015-03-20,122988600000
2015-03-23,123623280000
2015-03-24,120016440000
2015-03-25,118731600000
2015-03-26,118174320000
2015-03-27,118870920000
2015-03-30,118979280000
2015-03-31,116686170000
2015-04-01,117832429999
2015-04-02,119675740000
2015-04-06,121131800000
2015-04-07,120419259999
2015-04-08,119644759999
2015-04-09,120605140000
2015-04-10,120667100000
2015-04-13,119877110000
2015-04-14,120992390000
2015-04-15,121023370000
2015-04-16,131603039999
2015-04-17,132067740000
2015-04-20,131634020000
2015-04-21,130193450000
2015-04-22,129635810000
2015-04-23,129418950000
2015-04-24,128179750000
2015-04-27,127157410000
2015-04-28,128381120000
2015-04-29,128148770000
2015-04-30,129295030000
2015-05-01,129171110000
2015-05-04,128892289999
2015-05-05,128272690000
2015-05-06,129914630000
2015-05-07,130131490000
2015-05-08,131959310000
2015-05-11,130317370000
2015-05-12,130317370000
2015-05-13,130936970000
2015-05-14,134437710000
2015-05-15,134096929999
2015-05-18,133260470000
2015-05-19,132687340000
2015-05-20,132300090000
2015-05-21,131881860000
2015-05-22,130348350000
2015-05-26,129682280000
2015-05-27,130456780000
2015-05-28,130518740000
2015-05-29,128675429999
2015-06-01,128861310000
2015-06-02,128489550000
2015-06-03,127668580000
2015-06-04,126754670000
2015-06-05,123455300000
2015-06-08,124152350000
2015-06-09,125081750000
2015-06-10,127467210000
2015-06-11,127405250000
2015-06-12,126801140000
2015-06-15,125887230000
2015-06-16,126739179999
2015-06-17,126754670000
2015-06-18,128737390000
2015-06-19,128040340000
2015-06-22,128768370000
2015-06-23,126026640000
2015-06-24,125174690000
2015-06-25,125933700000
2015-06-26,126011149999
2015-06-29,124105880000
2015-06-30,124183330000
2015-07-01,125933700000
2015-07-02,125732330000
2015-07-06,125778800000
2015-07-07,127699560000
2015-07-08,126351929999
2015-07-09,125840759999
2015-07-10,127265840000
2015-07-13,127606620000
2015-07-14,128071320000
2015-07-15,128055830000
2015-07-16,132114210000
2015-07-17,132950670000
2015-07-20,132609890000
2015-07-21,132501460000
2015-07-22,132470480000
2015-07-23,132331070000
2015-07-24,131122850000
2015-07-27,132485970000
2015-07-28,132594399999
2015-07-29,132362050000
2015-07-30,132269110000
2015-07-31,132485970000
2015-08-03,132687340000
2015-08-04,132950670000
2015-08-05,133043610000
2015-08-06,132842240000
2015-08-07,131804410000
2015-08-10,133012630000
2015-08-11,132393030000
2015-08-12,132656360000
2015-08-13,131138340000
2015-08-14,130518740000
2015-08-17,130580700000
2015-08-18,130146980000
2015-08-19,129713259999
2015-08-20,128690920000
2015-08-21,125438020000
2015-08-24,121348660000
2015-08-25,119877110000
2015-08-26,123532750000
2015-08-27,125128220000
2015-08-28,124462149999
2015-08-31,123610200000
2015-09-01,120481220000
2015-09-02,121906300000
2015-09-03,123068050000
2015-09-04,119722210000
2015-09-08,123548240000
2015-09-09,121240230000
2015-09-10,122169630000
2015-09-11,123099030000
2015-09-14,122913149999
2015-09-15,125174690000
2015-09-16,127172899999
2015-09-17,127141920000
2015-09-18,125809780000
2015-09-21,127203880000
2015-09-22,125112730000
2015-09-23,124586070000
2015-09-24,124555090000
2015-09-25,124849399999
2015-09-28,122231590000
2015-09-29,121813360000
2015-09-30,122882170000
2015-10-01,123083539999
2015-10-02,123842550000
2015-10-05,126568789999
2015-10-06,126228009999
2015-10-07,128055830000
2015-10-08,130348350000
2015-10-09,130224429999
2015-10-12,131138340000
2015-10-13,130751090000
2015-10-14,130859520000
2015-10-15,133322429999
2015-10-16,135971220000
2015-10-19,136962580000
2015-10-20,137427280000
2015-10-21,137830020000
2015-10-22,138712950000
2015-10-23,138836870000
2015-10-26,138945300000
2015-10-27,137582180000
2015-10-28,138480600000
2015-10-29,138263740000
2015-10-30,136931600000
2015-11-02,137566690000
2015-11-03,136838660000
2015-11-04,136420429999
2015-11-05,136559840000
2015-11-06,133787130000
2015-11-09,132052250000
2015-11-10,131603039999
2015-11-11,131742450000
2015-11-12,130146980000
2015-11-13,129186600000
2015-11-16,130658149999
2015-11-17,129868160000
2015-11-18,132331070000
2015-11-19,133601250000
2015-11-20,133198509999
2015-11-23,134127910000
2015-11-24,134608100000
2015-11-25,135026330000
2015-11-27,135413580000
2015-11-30,135367110000
2015-12-01,135971220000
2015-12-02,135227700000
2015-12-03,135289660000
2015-12-04,138945300000
2015-12-07,137535710000
2015-12-08,137504730000
2015-12-09,136342980000
2015-12-10,135893770000
2015-12-11,133709679999
2015-12-14,135010840000
2015-12-15,136064160000
2015-12-16,139642350000
2015-12-17,137984920000
2015-12-18,134639080000
2015-12-21,134174380000
2015-12-22,135785340000
2015-12-23,137984920000
2015-12-24,137644140000
2015-12-28,137225910000
2015-12-29,138418640000
2015-12-30,137830020000
2015-12-31,136260500000
2016-01-04,134850000000
2016-01-05,136198500000
2016-01-06,136167499999
2016-01-07,135237500000
2016-01-08,134400499999
2016-01-11,138213500000
2016-01-12,138089500000
2016-01-13,136880500000
2016-01-14,136214000000
2016-01-15,133749500000
2016-01-19,135578500000
2016-01-20,133083000000
2016-01-21,132990000000
2016-01-22,134648500000
2016-01-25,134354000000
2016-01-26,135330500000
2016-01-27,136539500000
2016-01-28,138043000000
2016-01-29,139515500000
2016-02-01,138585500000
2016-02-02,138492500000
2016-02-03,139174500000
2016-02-04,138105000000
2016-02-05,138802500000
2016-02-08,139066000000
2016-02-09,139531000000
2016-02-10,138306500000
2016-02-11,136927000000
2016-02-12,138043000000
2016-02-16,139686000000
2016-02-17,141406500000
2016-02-18,142057500000
2016-02-19,142507000000
2016-02-22,143437000000
2016-02-23,142677500000
2016-02-24,141763000000
2016-02-25,143297500000
2016-02-26,141747500000
2016-02-29,141096500000
2016-03-01,141887000000
2016-03-02,141918000000
2016-03-03,144553000000
2016-03-04,146459500000
2016-03-07,145545000000
2016-03-08,146397500000
2016-03-09,148815500000
2016-03-10,150102000000
2016-03-11,149559500000
2016-03-14,149482000000
2016-03-15,149482000000
2016-03-16,150629000000
2016-03-17,153295000000
2016-03-18,152163500000
2016-03-21,152814500000
2016-03-22,149947000000
2016-03-23,150458500000
2016-03-24,151233500000
2016-03-28,151683000000
2016-03-29,153233000000
2016-03-30,152969500000
2016-03-31,152168610000
2016-04-01,154712250000
2016-04-04,155658360000
2016-04-05,155503260000
2016-04-06,156914670000
2016-04-07,155999580000
2016-04-08,156464880000
2016-04-11,155611830000
2016-04-12,157628130000
2016-04-13,155611830000
2016-04-14,154727760000
2016-04-15,155270610000
2016-04-18,156030600000
2016-04-19,153983280000
2016-04-20,152199630000
2016-04-21,149547420000
2016-04-22,150322920000
2016-04-25,151269030000
2016-04-26,150819240000
2016-04-27,150865770000
2016-04-28,150989850000
2016-04-29,152184120000
2016-05-02,152866560000
2016-05-03,152804520000
2016-05-04,153207780000
2016-05-05,153828180000
2016-05-06,155596320000
2016-05-09,155704890000
2016-05-10,158031390000
2016-05-11,157891800000
2016-05-12,158481180000
2016-05-13,156480390000
2016-05-16,157752210000
2016-05-17,154851840000
2016-05-18,153471450000
2016-05-19,152556360000
2016-05-20,152060040000
2016-05-23,152432280000
2016-05-24,153300840000
2016-05-25,153626550000
2016-05-26,153564510000
2016-05-27,153828180000
2016-05-31,153052680000
2016-06-01,154169400000
2016-06-02,153952260000
2016-06-03,156837120000
2016-06-06,155596320000
2016-06-07,155813460000
2016-06-08,157767720000
2016-06-09,157860780000
2016-06-10,157116300000
2016-06-13,155984070000
2016-06-14,154929390000
2016-06-15,154557150000
2016-06-16,155332650000
2016-06-17,156232230000
2016-06-20,157504050000
2016-06-21,156418350000
2016-06-22,156697530000
2016-06-23,158046900000
2016-06-24,151548210000
2016-06-27,152308200000
2016-06-28,152835540000
2016-06-29,152959620000
2016-06-30,157767720000
2016-07-01,157085280000
2016-07-05,158574240000
2016-07-06,158760360000
2016-07-07,157860780000
2016-07-08,159892590000
2016-07-11,160342380000
2016-07-12,159597900000
2016-07-13,160125240000
2016-07-14,160047690000
2016-07-15,160730130000
2016-07-18,159753000000
2016-07-19,154929390000
2016-07-20,154557150000
2016-07-21,154200420000
2016-07-22,154851840000
2016-07-25,154650210000
2016-07-26,153486960000
2016-07-27,150958830000
2016-07-28,153704100000
2016-07-29,155503260000
2016-08-01,155332650000
2016-08-02,155053470000
2016-08-03,153595530000
2016-08-04,153549000000
2016-08-05,153440430000
2016-08-08,152851050000
2016-08-09,152618400000
2016-08-10,153812670000
2016-08-11,153331860000
2016-08-12,153549000000
2016-08-15,152944110000
2016-08-16,154277970000
2016-08-17,155549790000
2016-08-18,155627340000
2016-08-19,154991430000
2016-08-22,155286120000
2016-08-23,155704890000
2016-08-24,155301630000
2016-08-25,154851840000
2016-08-26,153704100000
2016-08-29,155503260000
2016-08-30,155053470000
2016-08-31,154991430000
2016-09-01,156061620000
2016-09-02,157845270000
2016-09-06,158760360000
2016-09-07,158341590000
2016-09-08,157147320000
2016-09-09,151284540000
2016-09-12,156092640000
2016-09-13,153440430000
2016-09-14,152959620000
2016-09-15,154712250000
2016-09-16,153300840000
2016-09-19,153269820000
2016-09-20,153874710000
2016-09-21,156108150000
2016-09-22,157767720000
2016-09-23,157473030000
2016-09-26,153766140000
2016-09-27,154060830000
2016-09-28,154184910000
2016-09-29,151656780000
2016-09-30,150788220000
2016-10-03,151098420000
2016-10-04,149051100000
2016-10-05,148399680000
2016-10-06,148337640000
2016-10-07,148927020000
2016-10-10,149283750000
2016-10-11,148151520000
2016-10-12,149035590000
2016-10-13,149206200000
2016-10-14,148632330000
2016-10-17,148136010000
2016-10-18,149764560000
2016-10-19,148864980000
2016-10-20,148229070000
2016-10-21,149376810000
2016-10-24,150307410000
2016-10-25,149795580000
2016-10-26,148973550000
2016-10-27,148554780000
2016-10-28,149376810000
2016-10-31,149578440000
2016-11-01,149020080000
2016-11-02,148973550000
2016-11-03,149252730000
2016-11-04,148104990000
2016-11-07,150958830000
2016-11-08,151780860000
2016-11-09,146336850000
2016-11-10,140365500000
2016-11-11,137961450000
2016-11-14,135448830000
2016-11-15,135712500000
2016-11-16,136363920000
2016-11-17,138457770000
2016-11-18,138178590000
2016-11-21,139000620000
2016-11-22,139590000000
2016-11-23,137868390000
2016-11-25,138488790000
2016-11-28,139962240000
2016-11-29,140520600000
2016-11-30,136922280000
2016-12-01,136131270000
2016-12-02,136612080000
2016-12-05,136131270000
2016-12-06,136767180000
2016-12-07,139388370000
2016-12-08,138643890000
2016-12-09,139962240000
2016-12-12,140861820000
2016-12-13,142738530000
2016-12-14,140706720000
2016-12-15,139434900000
2016-12-16,141621810000
2016-12-19,141854460000
2016-12-20,140675700000
2016-12-21,141621810000
2016-12-22,142087110000
2016-12-23,142040580000
2016-12-27,141652830000
2016-12-28,141047940000
2016-12-29,142273230000
2016-12-30,141900990000
2017-01-03,141588960000
2017-01-04,140331840000
2017-01-05,141433760000
2017-01-06,142535680000
2017-01-09,141713120000
2017-01-10,140487040000
2017-01-11,140362880000
2017-01-12,140471520000
2017-01-13,140300800000
2017-01-17,143342720000
2017-01-18,145096480000
2017-01-19,145655200000
2017-01-20,146772640000
2017-01-23,147067520000
2017-01-24,148650560000
2017-01-25,149597280000
2017-01-26,149550720000
2017-01-27,149488640000
2017-01-30,148929920000
2017-01-31,149193760000
2017-02-01,148914400000
2017-02-02,153399680000
2017-02-03,156922720000
2017-02-06,155200000000
2017-02-07,157729760000
2017-02-08,159281760000
2017-02-09,159499040000
2017-02-10,159281760000
2017-02-13,159436960000
2017-02-14,159204160000
2017-02-15,159747360000
2017-02-16,159840480000
2017-02-17,160880320000
2017-02-21,162277120000
2017-02-22,162230560000
2017-02-23,165319040000
2017-02-24,167181440000
2017-02-27,168702400000
2017-02-28,169711200000
2017-03-01,171061440000
2017-03-02,170409600000
2017-03-03,171045920000
2017-03-06,170300960000
2017-03-07,171573600000
2017-03-08,170285440000
2017-03-09,171154560000
2017-03-10,171558080000
2017-03-13,172303040000
2017-03-14,171915040000
2017-03-15,174475840000
2017-03-16,174910400000
2017-03-17,175376000000
2017-03-20,176943520000
2017-03-21,176136480000
2017-03-22,175376000000
2017-03-23,175298400000
2017-03-24,173498080000
2017-03-27,174413760000
2017-03-28,175065600000
2017-03-29,175996800000
2017-03-30,176183040000
2017-03-31,175333700000
2017-04-03,175349230000
2017-04-04,176187850000
2017-04-05,175784070000
2017-04-06,174852270000
2017-04-07,176420800000
2017-04-10,175566650000
2017-04-11,176141260000
2017-04-12,176700340000
2017-04-13,175582180000
2017-04-17,178191220000
2017-04-18,178921130000
2017-04-19,176902230000
2017-04-20,170798940000
2017-04-21,170239860000
2017-04-24,174541670000
2017-04-25,175628770000
2017-04-26,172615950000
2017-04-27,171125070000
2017-04-28,172134520000
2017-05-01,171684150000
2017-05-02,171559910000
2017-05-03,171777330000
2017-05-04,172693600000
2017-05-05,174324250000
2017-05-08,174914390000
2017-05-09,173827290000
2017-05-10,172118990000
2017-05-11,172678070000
2017-05-12,173485630000
2017-05-15,174495080000
2017-05-16,176296560000
2017-05-17,176653750000
2017-05-18,176389740000
2017-05-19,178191220000
2017-05-22,180489660000
2017-05-23,180862380000
2017-05-24,182368790000
2017-05-25,185552440000
2017-05-26,186095990000
2017-05-30,186282350000
2017-05-31,186049400000
2017-06-01,187757700000
2017-06-02,189139870000
2017-06-05,189419410000
2017-06-06,189466000000
2017-06-07,189931900000
2017-06-08,188083830000
2017-06-09,186546360000
2017-06-12,185071010000
2017-06-13,184325570000
2017-06-14,185971750000
2017-06-15,187152030000
2017-06-16,189217520000
